BugStationID,Latitude,Longitude,Year,Med_IBI_Score,Med_IBI_Threshold,Index_Nar,DistCat_Tt,Med_TotTaxSc,Med_PlecTaxSc,Med_ChirPctSc,Med_NonInsPctSc,Med_ClingPctSc,Med_IntolPctSc,Med_TolerTaxSc,Med_NOx_mgL,Med_TP_mgL,Med_TKN_mgL,Med_NO3_mgL,Med_TN_mgL,Med_NO2_mgL,Med_Chla_uncorr,Med_NH3_mgL,Med_PO4_mgL
FW08NH192,43.396489,-72.360046,2010,63.64020399,61.75,Above_Threshold,Non-Ref,64.8099593,49.57261883,76.57512116,98.38449111,62.50277505,35.02745941,58.6090031,0.27,0.00605,0.07,0.32,,0.005,,,
FW08NH194,43.837224,-71.181629,2010,51.52639576,65.5,Below_Threshold,Non-Ref,67.07357157,22.72727273,92.85714286,82.14285714,31.71247357,28.62774545,35.54370698,0.005,7.00E-04,0.07,0.007,,0.005,,,
FW08NH196,43.530597,-72.34844,2010,62.09772354,63.07,Below_Threshold,Non-Ref,77.66499909,41.32231405,78.79518072,96.38554217,60.11360452,43.3798268,37.0225974,0.12,0.02,0.07,0.11,,0.005,,,
FW08NH197,45.271582,-71.294802,2009,86.54285062,72,Above_Threshold,Ref,97.5728451,138.5004662,87.57062147,98.02259887,59.42356159,78.32394188,84.88638544,0.06,0.021,0.45,0.008,,0.004,,0.011,
FW08NH199,44.251966,-71.628667,2010,83.51684557,68.25,Above_Threshold,Ref,102.3255814,101.0469646,80.33088235,98.16176471,64.124487,69.80946124,72.19132369,0.005,0.032,0.39,0.007,,0.005,,,
FW08NH206,44.051124,-71.094635,2010,84.12389324,68.25,Above_Threshold,Ref,46.51162791,68.18181818,95.4887218,100,78.68508481,102.7535988,100,0.005,7.00E-04,0.07,0.007,,0.005,,,
FW08NH207,43.755425,-71.668149,2010,75.8317048,62.9,Above_Threshold,Not_Eval,105.5157499,111.8494202,87.21088435,91.83673469,62.99348492,37.00823299,51.77259661,0.16,0.021,0.29,0.15,,0.005,,,
FW08NH209,44.821844,-71.249024,2009,65.77912567,72,Below_Threshold,Ref,94.79526621,62.7740247,40.4287902,98.62174579,29.62420962,34.20984318,100,0.11,0.011,0.09,0.094,,0.004,,0.011,
FWO8NH145,44.26747163,-71.37715635,2009,78.05292811,72,Above_Threshold,Non-Ref,57.66876602,87.7339601,82.56410256,99.65811966,56.19703294,76.82199535,85.72652013,0.0975,7.00E-04,0.09,,,,,0.011,
NH HEX 59.03,42.772161,-71.806116,2010,62.29543595,61.75,Above_Threshold,Non-Ref,90.85648865,38.31612798,66.57004831,91.01449275,60.87160789,20.31397792,68.12530812,0.082,0.018,0.35,0.081,,0.005,,,
NHLS-1046,43.127416,-71.954893,2014,76.7867606,64.5,Above_Threshold,Non-Ref,82.22125807,84.93791032,80.7751938,100,79.32215612,38.30129674,71.94950912,0.16,0.0171,0.31,,,,,,
NHLS-1047,45.106547,-71.396306,2015,64.17487163,64.5,Below_Threshold,Ref,110.2730135,48.09560507,53.16159251,98.82903981,45.79865426,29.69715061,73.64205916,0.1,0.00814,0.015,,,,,,
NHLS-1048,43.412142,-71.671741,2014,71.76651633,61.75,Above_Threshold,Non-Ref,116.1720594,73.52714417,72.5090036,99.3997599,54.56728146,62.78464079,39.57778435,0.071,0.0135,,,,,,,
NHLS-1049,42.793503,-71.470755,2015,27.48548132,59,Below_Threshold,Non-Ref,23.25581395,0,18.6440678,88.13559322,10.74999104,0,51.61290323,0.3,0.016,0.015,,,,,,
NHLS-1050,43.090671,-72.217937,2015,74.2643407,67.72,Above_Threshold,Ref,74.41860465,45.45454545,85.85365854,99.51219512,84.05094622,62.81849941,67.74193548,0.011,0.0221,1.1,,,,,,
NHLS-1051,43.494476,-71.026437,2015,58.29384439,61.14,Below_Threshold,Non-Ref,75.78383491,40.34837305,64.02439024,99.89837398,52.74669554,28.97877205,46.27647099,0.011,0.0122,0.69,,,,,,
NHLS-1054,42.954536,-71.708657,2015,62.10359929,60.32,Above_Threshold,Non-Ref,119.0848004,22.72727083,76.94524496,97.98270893,74.94013928,40.52001954,21.60981149,0.0485,0.01865,0.545,,,,,,
NHLS-1055,43.786406,-71.208664,2015,79.61492679,68.1,Above_Threshold,Ref,88.37209302,113.6103995,74.75083056,99.33554817,58.99995083,68.10412947,67.74193548,0.061,0.00533,0.015,,,,,,
NHLS-1056,44.10281,-71.56533,2015,59.46812523,65.25,Below_Threshold,Ref,78.58003695,83.60208475,38.30275229,97.59174312,25.33603584,39.18070139,53.68352223,0.15,5.00E-04,0.34,,,,,,
NHLS-1057,42.888941,-72.275978,2015,59.06020189,62.46,Below_Threshold,Non-Ref,114.3797702,66.02724493,68.16326531,94.28571429,55.98222376,28.96296495,-10.08455997,0.21,0.0147,0.28,,,,,,
NHLS-1059,43.648519,-72.076229,2014,67.2123184,64.5,Above_Threshold,Non-Ref,75.84554547,36.36363636,91.0543131,97.76357827,82.40514965,19.31207046,67.74193548,0.092,0.0138,,,,,,,
NHLS-1062,43.115559,-71.237412,2016,52.37518896,59,Below_Threshold,Non-Ref,68.14690098,22.72727273,70.83333333,94.44444444,29.36340146,45.62709885,35.48387097,0.058,0.0386,1.6,,,,,,
NHSS-1076,44.34662719,-71.34180417,2016,72.00528277,72,Above_Threshold,Ref,66.77267901,67.85280023,58.48452508,100,55.39247429,68.43772658,87.09677419,0.13,0.001,0.038,,,,,,
NHSS-1079,43.957622,-72.045779,2015,65.06943151,65.62,Below_Threshold,Ref,93.02325581,45.45454545,62.66666667,97.33333333,47.21634954,42.0499343,67.74193548,0.011,0.0067,0.015,,,,,,
NHSS-1082,44.883601,-71.362127,2015,72.51854833,72,Above_Threshold,Non-Ref,140.0315744,99.1202346,66.86567164,97.91044776,30.60805907,57.66175692,55.46366828,0.16,0.00788,0.015,,,,,,
NHSS-1083,43.575664,-71.979565,2016,76.74942195,64.5,Above_Threshold,Ref,65.11627907,45.45454545,86.18421053,98.68421053,67.45855124,74.34815686,100,0.1165,0.01225,0.295,,,,,,
NHSS-1084,45.271734,-71.294682,2015,66.90976496,72,Below_Threshold,Ref,126.2760131,90.90909091,59.45121951,94.20731707,35.4509359,49.27726675,39.07252455,0.088,0.00887,0.32,,,,,,
NHSS-1085,43.476298,-72.151776,2015,74.05431259,64.5,Above_Threshold,Ref,109.7835268,128.3932502,54.17558887,99.57173448,29.19992213,50.6490108,84.78393183,0.011,0.0132,0.015,,,,,,
NHSS-1086,43.867742,-71.405594,2015,83.85862072,68.25,Above_Threshold,Ref,92.58242471,113.6363636,87.15305313,100,67.7337527,71.79917905,67.74193548,0.011,0.00873,0.015,,,,,,
NHSS-1088,44.238721,-71.48658,2016,81.98392502,72,Above_Threshold,Ref,83.72093023,90.90909091,84.15841584,99.00990099,52.85412262,79.36404679,83.87096774,0.099,0.00534,0.038,,,,,,
NHSS-1090,44.579641,-71.049372,2016,55.89483271,68.25,Below_Threshold,Ref,60.46511628,0,84.38438438,96.0960961,80.94775537,17.75757361,51.61290323,0.011,0.00643,0.038,,,,,,
NHSS-1092,44.076455,-71.025444,2016,78.35387569,65.94,Above_Threshold,Ref,85.09751345,90.2340234,67.26862302,99.77426637,58.93890875,47.16379482,100,0.011,0.012,0.038,,,,,,
NHSS-1095,43.29729,-71.544773,2015,49.39815351,61.31,Below_Threshold,Non-Ref,66.26106835,0,96.53465347,93.81188119,58.87216629,5.854724763,24.45258052,0.055,0.0606,1.6,,,,,,
NHSS-1096,43.039959,-72.456634,2015,35.89794058,64.5,Below_Threshold,Non-Ref,65.11627907,22.72727273,40.0304414,95.05327245,7.803424497,1.200055203,19.35483871,0.9,0.0214,0.015,,,,,,
NHSS-1097,43.986081,-71.890965,2014,87.28382283,67.58,Above_Threshold,Ref,76.91108747,132.7763503,76.11336032,100,69.11692958,88.84538243,100,0.13,5.00E-04,,,,,,,
NHSS-1101,43.503496,-71.910193,2015,75.2323345,64.5,Above_Threshold,Non-Ref,97.6744186,90.90909091,67.90697674,99.53488372,54.57495452,48.28408153,67.74193548,0.054,0.010005,0.525,,,,,,
NHSS-1102,44.147258,-71.792272,2016,68.60125818,68.25,Above_Threshold,Ref,73.80917154,56.07774281,71.38461538,99.69230769,64.88859977,26.88769837,87.46867168,0.011,0.00965,0.144,,,,,,
NHSS-1105,43.45269685,-72.04962693,2015,80.87176798,68.25,Above_Threshold,Non-Ref,98.48250644,90.90909091,76.08695652,94.56521739,61.66314306,76.65352606,67.74193548,0.011,0.00823,0.015,,,,,,
NHSS-1106,44.32411864,-71.55990225,2016,57.87580998,68.25,Below_Threshold,Non-Ref,55.81395349,22.72727273,60.71428571,98.80952381,20.13490386,46.93073024,100,0.5,0.00623,0.038,,,,,,
NHSS-1108,43.913558,-71.365166,2016,58.88066679,72,Below_Threshold,Ref,63.61626915,69.53440772,35.42199488,97.31457801,31.49619072,39.48902877,75.29219826,0.1,0.00539,0.038,,,,,,
SP01C-26.1,42.892025,-72.280162,2001,55.37080562,61.81,Below_Threshold,Non-Ref,63.46381447,0,67.9245283,98.11320755,61.16451926,24.79359334,72.13597643,0.14,0.016,0.3,,,,2.16,0.1,0.01
SP01C-26.2,42.891345,-72.280311,2001,33.81616972,61.81,Below_Threshold,Non-Ref,79.2158916,6.313131313,51.66666667,66.94444444,14.97533474,1.460067163,16.13765213,0.14,0.016,0.3,,,,2.16,0.1,0.01
SP01C-26.3,42.891345,-72.280311,2001,40.4645946,61.81,Below_Threshold,Non-Ref,73.72054551,0,64.09883721,71.22093023,32.26559811,4.392934633,37.55331648,0.14,0.016,0.3,,,,2.16,0.1,0.01
SP01C-26.4,42.88996,-72.282098,2001,45.71648671,61.75,Below_Threshold,Non-Ref,66.25489464,0,51.21495327,95.14018692,43.07364012,4.912375502,59.41935649,3.27,0.644,0.7,,,,2.89,0.1,0.638
SP03M-200,42.75411,-71.22095,2003,38.94842833,59,Below_Threshold,Non-Ref,53.35610903,12.69680041,51.95530726,64.80446927,18.30701454,3.670559907,67.84873789,,,,0.655,,,,,19
SP04C-205,43.696172,-71.98133,2009,76.78233418,66.75,Above_Threshold,Non-Ref,80.13254691,71.92820091,75.80645161,99.23195084,71.20286565,51.67426642,87.50005692,0.003,0.019,0.09,,,,,0.011,
SP04M-200,42.911222,-71.995887,2009,73.43273181,63.24,Above_Threshold,Non-Ref,72.88900242,66.89854315,82.72251309,100,66.59803932,41.05005584,83.87096881,0.003,0.015,0.31,,,,,,
SP04P-202,43.336514,-70.99683,2009,50.66172841,59.33,Below_Threshold,Non-Ref,53.55162003,48.93494459,40.29318542,97.50396197,28.98181684,13.53628036,71.83028968,0.12,0.039,0.09,,,,,0.011,
SWA-SOR170,42.847161,-71.676013,2010,68.72258922,59,Above_Threshold,Non-Ref,68.68713743,30.68702951,96.1295331,97.88177886,95.61455564,13.91735307,78.14073695,0.13,0.0235,0.295,0.12,,0.005,,,
